District,Division,Area,Club,Clubname,Clubest,Clubstatus,Clubaddr1,Clubaddr2,Clubcity,Clubstate,Clubzip,Clubcountry,Clubphone,Clubday_o,Clubtime_o,Clubday,Clubtime,Clublen,Clubfreq,Clubopen,Cluburl1,Cluburl2,Clubwebstat1,Clubwebstat2,Clubemail,Clubadvanced,date,source
98,P,02,6974223,Sinhgad Toastmasters Club,2018-05-01,Active,"Club House, Mangalmurty Complex",Sinhgad Road,Pune,MAH,411030,India,+91 99751 25530,Sunday,9:30 am - 12:00 pm,Sun,09:30:00,150,W1,O,,www.facebook.com/Sinhgad-Toastmasters-Club-Pune-146466826053467/,None,Facebook,chaitanyak4496@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,03,2541278,Toastmasters Club Of Pune-Central,2012-06-26,Active,"SP College, Tilak Road, Pune","Room 13, Main Building, Sir Parshurambhau College",Pune,MAH,411030,India,+91 94037 05222,Monday,7:00 pm,Mon,19:00:00,0,W1,O,,www.facebook.com/TMCPCentral,None,Facebook,inamdar.himanshu@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,03,6641278,3DS Pune Toastmasters Club,2017-09-13,Active,3DPLM Software Solutions Ltd Company premises,"15/B Pune Infotech Park, MIDC",Pune,MAH,411057,India,+1 912067936683,Thursday,9:30 - 11:00 am,Thu,09:30:00,90,W1,E,,,None,None,prachi.mishra@3ds.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,03,6643699,Persistent Pune Hinjewadi Toastmasters,2017-09-19,Ineligible,Persistent Systems Limited Cubical B2 C2 4,"39 Phase 1, Rajiv Gandhi Tech Park",Pune,MAH,411057,India,+91 86000 03225,Saturdays,4:15 pm,Sat,16:15:00,0,W1,E,,,None,None,pankaj_malviya@persistent.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,03,7771017,Fintree Toastmasters Club For Finance Professionals,2020-04-08,Active,FinTree Education Pvt Ltd,"1 Muktali Building, First floor",Pune,MAH,411004,India,+91 98336 71302,Fridays,8:00 PM - 9:30 PM,Fri,20:00:00,90,W1,O,fintreetoastmasters.com/,www.facebook.com/FinTree-Toastmasters-Club-111916737159591,GoDaddy,Facebook,aakashkumar2597@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,03,7811400,Rainbow Toastmasters Club,2020-10-11,Active,Online Club,Online Club,Vadodara,GUJ,,India,+91 9370334481,Sundays,7:00 PM,Sun,19:00:00,0,W1,O,,,None,None,rainbowtoastmastersglobal@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,04,5294613,Pune Advanced Toastmasters Club,2016-03-01,Active,"Deccan Gymkhana Club, BV Rao Conference Room","Survey No.759/1, Deccan Gymkhana",Pune,MAH,411004,India,+91 97143 38220,Saturdays - 2nd & 4th,2 to 4 pm,Sat,14:00:00,120,M2,P,,,None,None,Lakshmypramod@gmail.com,Yes,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,04,5979643,e-Zest Toastmasters Club,2017-01-13,Active,"3rd Flr, Bldg IT9, Blue Ridge IT Park","SEZ Phase 1, Hinjawadi,",Pune,MAH,411057,India,+91 73502 91207,Saturday,11:00 a.m.,Sat,11:00:00,0,W1,E,www.e-zest.com/,www.facebook.com/groups/417431522326628/about/,Invalid--Refused,Facebook,dhananjay.suryawanshi@e-zest.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,04,6941712,Toastmasters Club of Nashik,2018-05-31,Active,Symbiosis Institute of Operations Management,"Plot A-23, Shravan Sector",Nashik,MAH,422008,India,+91 99660 06253,Saturday,5:00 pm - 6:30 pm,Sat,17:00:00,90,W1,O,www.toastmasters.org/,www.facebook.com/NashikToastmastersClub/,Invalid-TIURL,Facebook,tmnashik@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,04,7669989,CRISIL Pune Toastmasters Club,2020-01-06,Active,"CRISIL Limited IT-3, First Floor","Blue Ridge, Hinjewadi, Phase 1",Pune,MAH,411057,India,+1 981-980-1089,Thursdays,11:30 AM - 1:00 PM,Thu,11:30:00,90,W1,E,,,None,None,rtrdurgesh@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,04,7894528,Moog Toastmasters Club of Pune,2021-05-01,Active,To be determined,,India,MAH,411057,India,+91 9132292355,2nd & 4th Monday,10-12:00pm,Mon,10:00:00,120,M2,E,,,None,None,abhatia@moog.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,05,5163301,Deccan Toastmasters Club,2016-01-01,Active,"B.V. Rao Conference Hall Deccan Gymkhana Club, Deccan Gymkhana",B.V. Rao Conference Hall,Pune,MAH,411004,India,+91 96637 71271,Saturday,9:30AM - 12:00 Noon,Sat,09:30:00,150,W1,O,deccan.easy-speak.org/,www.facebook.com/Deccan-Toastmasters-Club-Pune-102099840198845/,Invalid--SSL,Facebook,dtmcbasecamp@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,05,7434850,Atlas Copco Gecia Toastmasters Club,2019-05-30,Active,Atlas Copco India Ltd Atlas Copco Gecia,Survey 247/2 Hinjawadi,Pune,MAH,411057,India,+91 77096 79853,Thursday,5:30am-7pm,Thu,05:30:00,90,W1,E,,,None,None,utkarsha.mehta@rediffmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,05,7711836,Cisco Eloquence Toastmasters Club,2019-12-29,Active,"Cisco Systems India Pvt. Ltd. P-17, Phase I, Rajiv Gandhi Infotech Park","Phase 1, Hinjewadi",Pune,MAH,411057,India,+91 90350 74409,Fridays,4.30 pm - 6.00 pm,Fri,16:30:00,90,W1,E,,,None,None,ciscopunetoastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,05,7798218,Toastmasters For Global Entrepreneurs,2020-07-14,Active,Pune,Pune,Pune,MAH,411021,India,+91 87668 77194,Thursdays,19:00 - 21:00,Thu,19:00:00,120,W1,O,,,None,None,shubhamd235@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,01,5843297,Mahindra Worli Toastmasters,2017-01-01,Ineligible,Mahindra Towers,"Dr GM Bhosale Marg,  Worli",Mumbai,MAH,400018,India,+91 98209 72704,2nd & 4th Friday,5:30 PM,Fri,17:30:00,0,M2,E,mahindraworli.toastmastersclubs.org/,,FTH3,None,vartak.prasad@mahindra.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,01,7065798,Sobo Toastmasters,2018-07-31,Active,Sydenham Institute of Management Studies Research and Entrepreneurship Education,"B-Road, Churchgate",Mumbai,MAH,400020,India,+91 95526 83566,2nd & 4th Sunday,11:00 AM - 1:00 PM,Sun,11:00:00,120,M2,O,,www.facebook.com/SoBoToastmasters/,None,Facebook,sobo.tmc@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,01,7290320,UPL Toastmasters Club,2019-03-07,Active,UPL House (Only for UPL employees) Online- Microsoft Teams,"610 B/12, Bandra Village",Mumbai,MAH,400051,India,+91 99304 60822,Alternate Tuesdays,6: 00 pm to 8:00 pm,Tue,18:00:00,120,W2,E,,,None,None,swapnil.patil@upl-ltd.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,01,7702926,Transunion Mumbai Toastmasters,2020-01-24,Ineligible,"Transunion CIBIL Ltd Tower 2A & B, 19th Floor, One IndiaBulls Centre","Senapati Bapat Marg, Prabhadevi Rd",Mumbai,MAH,400013,India,+91 99300 45398,2nd & 4th Wednesday,5:00 - 6:30 PM,Wed,17:00:00,90,M2,E,,,None,None,kuldeep.das@transunion.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,01,7774241,Evergreen Toastmasters Club,2020-10-19,Active,"Deloitte Haskins and Sells LLP 7th Floor, Building 10, Tower B",DLF Cyber City Complex,Gurugram,HR,122002,India,+91 83758 66437,Every alternate Saturday,10:15 - 11:45,Sat,10:15:00,90,W2,E,,,None,None,skguptaca001@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,01,7874066,All Elite Advanced Toastmasters Club,2021-03-17,Active,Online,,Mumbai,MAH,400103,India,9892265285,1st & 3rd Saturday,7:00 - 9:00 PM,Sat,19:00:00,120,M2,P,,,None,None,niyamla.menon@gmail.com,Yes,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,02,993448,Mumbai Toastmasters,2007-02-20,Active,"Conference Room @ R D National College Off linking road, Bandra West, Mumbai",R D National College,Mumbai,MAH,400050,India,+91 89710 90458,Sunday,10:30 A.M.- 1:00 P.M.,Sun,10:30:00,150,W1,O,mtm.toastmastersclubs.org/,www.facebook.com/groups/15016169205,FTH3,Facebook,krishna.subramanian.87@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,02,7700494,CIPLA Toastmasters,2020-01-08,Active,Cipla Office,"289 Bellasis Rd, Mumbai Central E",Mumbai,MAH,400008,India,+91 98741 38883,2nd and 4th Saturday,10:30 AM to 12:00 Noon,Sat,10:30:00,90,M2,E,,,None,None,pratik.jain2@cipla.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,02,7861075,Hindalco Toastmasters Club,2021-03-08,Active,"BIRLA CENURION, 7th Floor, Pandurang ROAD, Worli, Mumbai, 400018",Pandurang budhkar Road,Mumbai,MAH,400067,India,+91 7768843300,1st & 3rd Friday,3:30pm-5:00PM,Fri,15:30:00,90,M2,E,,,None,None,suhas.kabra@adityabirla.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,02,7903431,SP Jain Toastmasters Club Mumbai,2021-06-10,Active,"SP Jain School of Global Management, 1st Floor Kurla West",Kohinoor City Mall (Gate No. 1),Mumbai,MAH,400070,India,+91 2261887600,1st & 3rd Sunday,6:30 PM (IST),Sun,18:30:00,0,M2,E,,,None,None,ekta.sinha@spjain.org,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,03,3217489,DADAR Toastmasters Club,2013-06-08,Active,"L.J Hall, Dadar West","L.J Hall, next to Lazaree saree shop, behind Punjab National Bank, Kelkar Road,",Mumbai,MAH,400028,India,+91 91363 44073,1st & 3rd Saturday,03:00 pm - 05:00 pm,Sat,15:00:00,120,M2,O,dadar.toastmastersclubs.org/,www.facebook.com/groups/dadarTM,FTH3,Facebook,,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,03,6886479,BKC Fireflies Toastmasters,2019-06-02,Active,91 Springboard BKC,"91 Springboard BKC, Kagalwala House",Mumbai,MAH,400098,India,+91 98198 36308,1st & 3rd Thursday,18:30 - 20:00,Thu,18:30:00,90,M2,E,,m.facebook.com/bkcfirefliestm,None,Facebook,bkcff19@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,03,7709516,Acuris Mumbai Toastmasters,2020-01-21,Active,"Acuris, One Indiabulls Centre, Floor 14 Tower 2A, 841, Jupiter Mills Compound","SB Marg, Elphinstone Rd West",Mumbai,MAH,400013,India,,1st & 3rd Wednesday,6:00 - 7:00 PM,Wed,18:00:00,60,M2,E,,,None,None,,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,03,7829534,Toastmasters Club For Mumbai CAs,2020-10-22,Active,B/109 Vijay Nagar Junction of Eksar Rd and Yogi Nagar,Borivali West Mumbai,Mumbai,MAH,400091,India,+91 9930492233,1st & 3rd Saturday,4:30 - 6:00,Sat,16:30:00,90,M2,E,,,None,None,ca.hardik.s@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,04,6926213,CGI Mumbai,2018-04-01,Ineligible,CGI Conference Room,22 Seepz Sez Andheri(E),Mumbai,MAH,400096,India,+91 99879 91983,Every Thursday,1:30 - 3:00 PM,Thu,13:30:00,90,W1,E,,,None,None,clara.fernandes@cgi.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,04,7434194,UltraTech Toastmasters Club,2019-05-31,Active,"UltraTech Cement  Conference Room, Floor 1, A Wing","Ahura Centre, Mahakali Caves Rd",Mumbai,MAH,400093,India,+91 98218 29146,2nd & 4th Saturday,17:15 to 18:15,Sat,17:15:00,60,M2,E,,,None,None,phalgunhr@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,04,7549134,Andheri Orators Toastmasters,2019-08-26,Active,"Room 237, 2nd Floor, Sardar Patel College of Engineering,","Bhavan's Clg Main Gate,",Mumbai,MAH,400058,India,+91 97115 53246,Every Sunday,10:50 AM,Sun,10:50:00,0,W1,O,andheriorators.toastmastersclubs.org/,www.facebook.com/andheri.orators,FTH3,Facebook,sseth2743@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,04,7655880,GIA Toastmaster - India,2020-08-01,Active,"GIA India Labratory Pvt Ltd, Mumbai Office 10th Floor, Trade Center","Bandra-Kurla Cmplx, Bandra East",Mumbai,MAH,400098,India,+91 2240851500 / +91 9819957284,1st & 3rd Wednesday,7:00 PM,Wed,19:00:00,0,M2,E,,,None,None,lsingh@gia.edu,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,04,7677706,Santacruz Speakers Toastmasters Club,2020-01-21,Active,Rose Manor International School Ground Floor,"Central Avenue, Santracruz West",Mumbai,MAH,400054,India,+91 98200 65619,2nd and 4th Saturday,3:45 - 6:00 PM,Sat,15:45:00,135,M2,O,santacruztmclub.toastmastersclubs.org/,www.facebook.com/pg/Santacruz-Speakers-Toastmasters-Club-101488371468173/posts/?ref=page_internal,FTH3,Facebook,juzerudaipuri@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,S,04,7833944,Marico Toastmasters,2021-02-10,Active,"Marico Limited (Virtually via Microsoft Teams) 7th Floor, Kalina, Santacruz East","175 CST Rd, Grande Palladium",Mumbai,MAH,400098,India,919819745380,To Be Determined,Prospective Club,,00:00:01,0,UN,E,,,None,None,shilpa.jalgaonkar@marico.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,01,1246728,Mulund Toastmasters Club,2008-10-14,Active,Mulund Gymkhana,"Teredesai Hall, 2nd Floor,",Mumbai,MAH,400081,India,+91 98195 45365,Saturday,6:00 pm,Sat,18:00:00,0,W1,O,mulundtoastmastersclub.toastmastersclubs.org/,www.facebook.com/groups/112228312221221,FTH3,Facebook,jeetendrask@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,01,5105254,Stellar Toastmasters Club,2015-11-18,Active,NCP Club House,"Lodha New Cuff Parade,Opp. Imax Dom",Mumbai,MAH,400037,India,+91 98214 70299,Wednesday,7:30 pm to 9 pm,Wed,19:30:00,90,W1,O,,,None,None,nishant1211@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,01,7289546,Expedition Toastmasters Mumbai,2019-02-04,Active,TIAA,"Godrej One, Lvl II, Vikhroli E",Mumbai,MAH,400079,India,+91 98671 47416,2nd  & 4th Wednesday,3:00 PM,Wed,15:00:00,0,M2,E,,,None,None,amit.jbims@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,01,7854983,VJTI Toastmasters Club,2021-01-25,Active,"VJTI, Matunga",,Mubai,MAH,400019,India,+919699338520,1st & 3rd Friday,6:00PM,Fri,18:00:00,0,M2,O,,,None,None,ninadrane1001@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,01,7886509,Apollo India,2021-06-24,Active,"Apollo India Services LLP A-Wing, Keningston Business Park, 3rd Floor","Haranandani Gardens, Powai",Mumbai,MAH,400076,India,+91 8657961349,2nd & 4th Tuesday,6:00 PM,Tue,18:00:00,0,M2,E,,,None,None,apolloindiatoastmastersclub@apollo.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,02,4764579,JPMC Powai Toastmasters,2015-06-08,Active,JPMC Office This club open to employees of JPMC only,"L and T Business Park,",Mumbai,MAH,400072,India,+91 98701 22236,Friday,11:30am - 1:00pm,Fri,11:30:00,90,W1,E,,,None,None,vaibhav.jadhav1510@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,02,5748839,Somaiya Toastmasters Club,2016-09-09,Active,"K J Somaiya Institute of Management  304, Chanakya, KJ SIMSR",Vidyavihar,Mumbai,MAH,400077,India,+91 96433 23304,Every Sunday,11 AM,Sun,11:00:00,0,W1,E,,www.facebook.com/SomaiyaTMC,None,Facebook,toastmasters-simsr@somaiya.edu,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,02,7854767,Eloquent Elites,2021-02-11,Active,Online Via Zoom,Online Via Zoom,Mumbai,MAH,400076,India,+91 98200 49069,2nd & 4th Tuesday,7:30 PM,Tue,19:30:00,0,M2,O,,,None,None,coolkusum@yahoo.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,03,2017422,Thane Toastmasters Club,2011-09-08,Active,"Wavikar Eye Institute, 5th floor Amber Arcade, near Lodha  Paradise, Bhivandi Bypass road, Majiwade, Sainath Nagar, Majiwada","Thane, Maharashtra",Mumbai,MAH,400601,India,+91 70600 10895,Sunday,Sunday (10:30 am),Sun,10:30:00,0,W1,O,thanetoastmasters.org/,www.facebook.com/thanetoastmasters/,WordPress,Facebook,thane.toastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,03,2798803,NITIE Toastmasters Club,2012-10-29,Active,"NITIE, Vihar Lake Road","Room no. 405, New Academic Building",Mumbai,MAH,400087,India,,"Monday, Thursday",6:30 pm,Mon,18:30:00,0,W1,E,,www.facebook.com/NitieToastmastersClub,None,Facebook,toastmasters@nitie.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,03,7297859,CRISIL Toastmasters,2019-03-08,Active,"CRISIL House, Mumbai","Hiranandani Business Pk,Central Ave",Mumbai,MAH,400 076,India,+1 02233423000,2nd & 4th Mumbai,11:00 AM - 1:00 PM,,11:00:00,120,UN,E,,,None,None,hiraldaiya@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,03,7581427,Teradata Mumbai Toastmasters Club,2019-09-12,Active,"Teradate India Pvt Ltd, Powai Office, Training Room G1 Nomura Building, Hiranandani Business Park","High Street Park, Powai",Mumbai,MAH,400076,India,+91 99208 60155,2nd & 4th Wednesday,11:00 AM - 1:00 PM,Wed,11:00:00,120,M2,E,,,None,None,aashna.bhimani@teradata.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,03,7881091,STL NIM Toastmasters Club,2021-03-31,Active,,"Schindler House, Hiranadani",Mumbai,MAH,400076,India,+91 7506772923,2nd & 4th Wednesday,10:00 AM - 12:00 PM,Wed,10:00:00,120,M2,E,,,None,None,subhash.gehlot@schindler.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,04,616631,TCS Maitree Toastmasters Club,2004-06-02,Active,Currently Online TCS venues Powai & Thane (Yantra Park and Olympus),TCS Kensington Powai,Mumbai,MAH,400076,India,+91 98920 44232,Saturday,10:00 am,Sat,10:00:00,0,W1,E,tcsmaitree.easy-speak.org/,www.facebook.com/groups/tmtcmumbai/,Invalid--SSL,Facebook,ihsaanm97@hotmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,04,2017514,General Mills India Toastmasters Club,2011-09-17,Active,Ventura Building Opp Dominos Pizza,9th Floor Prudential Bldg,Mumbai,MAH,400 076,India,+91 99699 89157,Thursday  2nd & 4th,3:00 pm,Thu,15:00:00,0,M2,E,,www.facebook.com/groups/583798921643604,None,Facebook,chidanand.pradhan@genmills.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,04,3349716,Powai Toastmasters Club,2013-07-01,Active,"Off10, Ground Floor Behind Starbucks","Prudential Building, Central Ave",Mumbai,MAH,400076,India,+91 96195 96603,2nd & 4th Saturday,10:00 am to 12:00 pm,Sat,10:00:00,120,M2,O,,www.facebook.com/113850790072214,None,Facebook,powaitoastmastersclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,04,6649866,TYHO SDA Bocconi,2017-09-01,Active,"SDA Bocconi Asia Center, 9th floor Hiranandani Knowledge Park, Opposite Hanandani Hospital, Powai, Mumbai - 400076","SDA Bocconi Asia Center, 9th Floor",Mumbai,MAH,400076,India,+91 97699 21898,Tuesday,6:30PM-8:30PM,Tue,18:30:00,120,W1,E,,,None,None,gdeshpande99@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,U,04,7749915,"L&T Toastmasters Club, Powai Chapter",2020-06-30,Active,"L&T, Powai Campus, Auditorium North Block II, Ground Floor","Gate 1, Powai Campus",Mumbai,MAH,400072,India,+91 99207 37430,Alternate Thursdays and Saturdays,3-5 PM (IST),Thu,15:00:00,120,W2,E,,,None,None,lnttoastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,01,1214543,GOA YMCA Toastmasters Club,2010-06-23,Active,"YMCA Bldg. - Behind Parade Ground, Campal near parade ground",near parade ground,panaji,GOA,403001,India,+91 88888 02583,1st & 3rd Tuesday,6:30 pm - 8:30 pm.,Tue,18:30:00,120,M2,O,easy-speak.org/clubdata.php?c=6310,www.facebook.com/goaymcatoastmastersclub/,easy-Speak,Facebook,kamat.balkrishna@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,01,4361333,Mapusa Toastmasters,2014-11-18,Active,"COOJ -  H. No. 7A-738,  Near St. Cajethan Church, Mano Shanti, Boa Vista,",Bastora,Mapusa,GOA,403507,India,+1 922-590-2840,Tuesdays /2nd & 4th & 5h,6:30 PM,Tue,18:30:00,0,M2,O,mapusa.toastmastersclubs.org/,www.facebook.com/mapusatm,FTH3,Facebook,mapusatm@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,01,6941455,Tangentia Toastmasters,2018-04-12,Active,Xavier Center for Historical Research  Konkani Kendra Bldg,"B-401 Heritage Symphony,",Panaji,GOA,403002,India,+91 80077 21089,1st & 3rd Monday & 5th Monday,7:30 pm,Mon,19:30:00,0,M3,O,,www.facebook.com/PorvorimTM,None,Facebook,aniket-1993@hotmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,01,7708785,Teva Goa Toastmasters Club,2020-01-17,Active,"Tevapharm India Pvt. Ltd.,  Plot No. A3 to A6, Phase IA, Verna Industrial Estate, Verna Goa","Plot A-1, Phase 1-A,",Verna,GOA,403722,India,+91 88794 49596,1st & 3rd wednesday,7:00 to 9:00,Wed,07:00:00,120,M2,E,,,None,None,syona.fernandes@teva.co.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,02,2575847,Toastmasters International Margao,2012-06-30,Active,"Parvatibai Chowgule College D102, D Block(Green Building)",Gogol,Margao,GOA,403602,India,+91 93702 08917,2nd & 4th Wednesday,6:30 pm - 8:30 pm,Wed,18:30:00,120,M2,O,2575847.toastmastersclubs.org/,www.facebook.com/tmimargao,FTH3,Facebook,margaotoastmasters30.06.12@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,02,3214306,International Centre GOA (ICG) Toastmasters Club,2013-06-26,Active,The International Centre GOA,Dr E Borges Road,Dona Paula,GOA,403004,India,+91 98224 80899,2nd & 4th Thursday,6:30 pm,Thu,18:30:00,0,M2,O,icg.toastmastersclubs.org/,www.facebook.com/icgtmclub,FTH3,Facebook,sertorio.noronha@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,02,7783728,Ponda Toastmasters Club,2020-09-15,Active,Ponda,,Ponda,GOA,403401,India,+91 82083 65859,2nd & 4th Monday,7:00 PM,Mon,19:00:00,0,M2,O,,,None,None,pranavgaikwad36@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,03,6656843,Ana Fonte Toastmasters Club,2017-09-11,Active,"IMTTI INSTITUTE, OPP. SHOFAZ SUPERSTORE Colva road, Margao, GOA 403601",Margao,Margao,GOA,403716,India,+91 97659 09936,2nd & 4th Sunday,4.30PM,Sun,16:30:00,0,M2,O,,www.facebook.com/anafontetoastmasters/,None,Facebook,anafontetoastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,03,7441712,Siemens Goa Toastmasters Club,2019-06-25,Active,Varca Conference Room,L6 Verna Industrial Estate,Verna,GOA,403722,India,+91 70385 69835,1st & 3rd Thursday,7:00 pm - 8:30pm,Thu,19:00:00,90,M2,E,,,None,None,furquan.anwar@siemens.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,03,7783722,Vasco Toastmasters Club,2020-08-07,Active,Vasco Church Hall,Swatantra Path,Vasco-da-Gama,GOA,403802,India,+91 96370 88639,1st & 3rd Friday,7:00 PM,Fri,19:00:00,0,M2,O,,www.facebook.com/Vasco-Toastmasters-Club-108553684294827,None,Facebook,gomesanto0128@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,W,04,1114159,Eaton Toastmasters Club,2007-11-26,Active,"Eaton Technologies Pvt Ltd, 6th floor",Eon Free Zone MIDC Kharadi,Pune,MAH,411014,India,+91 96040 03279,Wednesday,12:30 pm - 2.00 pm,Wed,12:30:00,90,W1,E,,,None,None,SantoshRGiranje@eaton.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
